day,person_direction,top_outer_category,top_outer_neck_style,top_outer_fit,top_outer_formality,top_outer_design,top_outer_length,top_outer_sleeve_length,top_outer_reflection,top_outer_color,presence_of_top_inner,top_inner_category,top_inner_neck_style,top_inner_fit,top_inner_formality,top_inner_design,top_inner_length,top_inner_sleeve_length,top_inner_reflection,top_inner_color,bottom_category,bottom_design,bottom_fit,bottom_formality,bottom_color,person_id
17,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
18,front,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
18,back,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
19,front,hoodie,hood,loose,informal,text,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
19,back,hoodie,hood,loose,informal,text,short,long,no,"black",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
20,front,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",long_pants,solid,medium,informal,"light_blue",person10
20,back,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",long_pants,solid,medium,informal,"light_blue",person10
21,front,hoodie,hood,loose,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,ver_stripes,medium,informal,"black",person10
21,back,hoodie,hood,loose,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,ver_stripes,medium,informal,"black",person10
22,front,t-shirt,round-neck,medium,informal,text,short,long,no,"dark_blue",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",shorts,solid,medium,informal,"black",person10
22,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",shorts,solid,medium,informal,"black",person10
23,front,hoodie,hood,loose,informal,solid,short,long,no,"beige",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",shorts,solid,medium,informal,"black",person10
23,back,hoodie,hood,loose,informal,solid,short,long,no,"beige",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",shorts,solid,medium,informal,"black",person10
24,front,t-shirt,round-neck,medium,informal,hor_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,ver_stripes,medium,informal,"black",person10
24,back,t-shirt,round-neck,medium,informal,hor_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,ver_stripes,medium,informal,"black",person10
25,front,hoodie,hood,loose,informal,solid,short,long,no,"beige",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
25,back,hoodie,hood,loose,informal,solid,short,long,no,"beige",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
26,front,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",long_pants,solid,medium,informal,"light_blue",person10
26,back,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",long_pants,solid,medium,informal,"light_blue",person10
27,front,shirt,collar,medium,formal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_blue",person10
27,back,shirt,collar,medium,formal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_blue",person10
28,front,shirt,collar,medium,formal,solid,short,long,no,"blue",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
28,back,shirt,collar,medium,formal,solid,short,long,no,"blue",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",sweat_pants,ver_stripes,medium,informal,"black",person10
29,front,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",long_pants,solid,medium,informal,"light_blue",person10
29,back,hoodie,hood,loose,informal,solid,short,long,no,"light_grey",yes,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",long_pants,solid,medium,informal,"light_blue",person10
30,front,hoodie,hood,loose,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,ver_stripes,medium,informal,"black",person10
30,back,hoodie,hood,loose,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,ver_stripes,medium,informal,"black",person10
1,front,sweater,turtle-neck,tight,informal,solid,short,long,no,"dark_blue",yes,?,?,?,?,?,short,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
1,back,sweater,turtle-neck,tight,informal,solid,short,long,no,"dark_blue",yes,?,?,?,?,?,short,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
2,front,sweater,collar,medium,informal,solid,short,medium,no,"light_grey",yes,?,round-neck,?,?,?,?,?,no,"white",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
2,back,sweater,collar,medium,informal,solid,short,medium,no,"light_grey",yes,?,round-neck,?,?,?,?,?,no,"white",sweat_pants,solid,loose,informal,"dark_blue",person11
3,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
3,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
4,front,jacket,collar,loose,informal,ver_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
4,back,jacket,collar,loose,informal,ver_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
5,front,sweater,turtle-neck,tight,informal,solid,short,long,no,"dark_blue",yes,?,?,?,?,?,short,?,no,"white",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
5,back,sweater,turtle-neck,tight,informal,solid,short,long,no,"dark_blue",yes,?,?,?,?,?,short,?,no,"white",sweat_pants,solid,loose,informal,"dark_blue",person11
6,front,hoodie,hood,medium,informal,text,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
6,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
7,front,sweater,collar,loose,informal,solid,short,long,no,"white",yes,?,round-neck,?,?,?,?,?,no,"white",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
7,back,sweater,collar,loose,informal,solid,short,long,no,"white",yes,?,round-neck,?,?,?,?,?,no,"white",sweat_pants,solid,loose,informal,"dark_blue",person11
8,front,sweater,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
8,back,sweater,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
9,front,hoodie,hood,medium,informal,text,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
9,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
10,front,hoodie,hood,medium,informal,text,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
10,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
11,front,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
11,back,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
12,front,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",yes,?,round-neck,?,?,?,?,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
12,back,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",yes,?,?,?,?,?,short,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
13,front,sweater,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
13,back,sweater,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
14,front,sweater,collar,medium,informal,solid,short,long,no,"light_grey",yes,?,round-neck,?,?,text,?,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
14,back,sweater,collar,medium,informal,solid,short,long,no,"light_grey",yes,?,?,?,?,?,short,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
15,front,hoodie,hood,medium,informal,text,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
15,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
16,front,sweater,turtle-neck,tight,informal,solid,short,long,no,"dark_blue",yes,?,?,?,?,?,short,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
16,back,sweater,turtle-neck,tight,informal,solid,short,long,no,"dark_blue",yes,?,?,?,?,?,short,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
17,front,sweater,collar,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
17,back,sweater,collar,medium,informal,solid,short,long,no,"light_grey",yes,?,?,?,?,?,short,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
18,front,jacket,collar,loose,informal,ver_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
18,back,jacket,collar,loose,informal,ver_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
19,front,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",yes,?,round-neck,medium,informal,graphics_with_text,short,?,no,"black,white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
19,back,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
20,front,jacket,collar,loose,informal,ver_stripes,short,long,no,"white,black",yes,?,round-neck,?,?,?,?,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
20,back,jacket,collar,loose,informal,ver_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
21,front,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",yes,?,round-neck,?,?,?,?,?,no,"white",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
21,back,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
22,front,jacket,collar,medium,informal,solid,short,long,no,"light_grey",yes,?,round-neck,medium,informal,graphics_with_text,short,?,no,"black,white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
22,back,jacket,collar,medium,informal,solid,short,long,no,"light_grey",yes,?,?,?,?,?,short,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
23,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black,yellow",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
23,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
24,front,hoodie,hood,medium,informal,text,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
24,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
25,front,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",yes,?,round-neck,medium,informal,graphics_with_text,short,?,no,"white,black,yellow",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
25,back,shirt,collar,loose,semi-formal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
26,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black,yellow",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
26,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
27,front,hoodie,hood,medium,informal,text,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
27,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey,dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
28,front,sweater,collar,loose,informal,solid,short,long,no,"white",yes,?,round-neck,?,?,?,?,?,no,"white",sweat_pants,graphics_with_text,loose,informal,"dark_blue",person11
28,back,sweater,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,loose,informal,"dark_blue",person11
29,front,jacket,collar,loose,informal,ver_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
29,back,jacket,collar,loose,informal,ver_stripes,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
30,front,sweater,collar,loose,informal,solid,short,long,no,"white",yes,?,round-neck,?,?,?,?,?,no,"white",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
30,back,sweater,collar,loose,informal,solid,short,long,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"dark_blue,light_blue",person11
1,front,jacket,turtle-neck,medium,informal,N-tone,short,long,no,"blue,black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
1,back,jacket,turtle-neck,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
2,front,t-shirt,collar,medium,informal,graphics_with_text,short,medium,no,"grey,blue,white,black,dark_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
2,back,t-shirt,collar,medium,informal,solid,short,medium,no,"black,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
3,front,t-shirt,collar,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
3,back,t-shirt,collar,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
4,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,blue,light_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
4,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
5,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,white,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
5,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
6,front,hoodie,hood,medium,informal,text,short,long,no,"dark_blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
6,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
7,front,t-shirt,collar,medium,informal,N-tone,short,short,no,"dark_blue,dark_red,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
7,back,t-shirt,collar,medium,informal,N-tone,short,short,no,"dark_blue,dark_red,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
8,front,shirt,collar,medium,informal,checked_pattern,short,short,no,"white,blue,light_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
8,back,shirt,collar,medium,informal,checked_pattern,short,short,no,"white,blue,light_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
9,front,hoodie,hood,medium,informal,text,short,medium,no,"dark_blue,white",yes,t-shirt,round-neck,medium,informal,graphics_with_text,short,?,no,"black,white,red",long_pants,solid,medium,semi-formal,"light_brown",person12
9,back,hoodie,hood,medium,informal,solid,short,medium,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person12
10,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,blue,light_blue",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,semi-formal,"beige",person12
10,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",shorts,solid,medium,semi-formal,"beige",person12
11,front,t-shirt,collar,medium,informal,N-tone,short,short,no,"dark_blue,dark_red,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person12
11,back,t-shirt,collar,medium,informal,N-tone,short,short,no,"dark_blue,dark_red,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person12
12,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,white,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person12
12,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person12
13,front,hoodie,hood,medium,informal,text,short,medium,no,"dark_blue,white",yes,t-shirt,round-neck,medium,informal,graphics_with_text,short,?,no,"black,white,red",long_pants,solid,medium,informal,"black",person12
13,back,hoodie,hood,medium,informal,solid,short,medium,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
14,front,t-shirt,collar,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"black",person12
